-0.51000000E+01  0.29289243E-05  0.29289243E-06
-0.50000000E+01 -0.57119112E-06  0.23577332E-06
-0.49000000E+01 -0.53843258E-05 -0.30265926E-06
-0.48000000E+01 -0.11988861E-04 -0.15015453E-05
-0.47000000E+01 -0.21043351E-04 -0.36058805E-05
-0.46000000E+01 -0.33449575E-04 -0.69508379E-05
-0.45000000E+01 -0.50432158E-04 -0.11994054E-04
-0.44000000E+01 -0.73636942E-04 -0.19357748E-04
-0.43000000E+01 -0.10524771E-03 -0.29882519E-04
-0.42000000E+01 -0.14812073E-03 -0.44694592E-04
-0.41000000E+01 -0.20593265E-03 -0.65287857E-04
-0.40000000E+01 -0.28333227E-03 -0.93621083E-04
-0.39000000E+01 -0.38608560E-03 -0.13222964E-03
-0.38000000E+01 -0.52119442E-03 -0.18434909E-03
-0.37000000E+01 -0.69696028E-03 -0.25404511E-03
-0.36000000E+01 -0.92297684E-03 -0.34634280E-03
-0.35000000E+01 -0.12099931E-02 -0.46734210E-03
-0.34000000E+01 -0.15696293E-02 -0.62430503E-03
-0.33000000E+01 -0.20139161E-02 -0.82569664E-03
-0.32000000E+01 -0.25546126E-02 -0.10811579E-02
-0.31000000E+01 -0.32023222E-02 -0.14013901E-02
-0.30000000E+01 -0.39654974E-02 -0.17979399E-02
-0.29000000E+01 -0.48492798E-02 -0.22828678E-02
-0.28000000E+01 -0.58546165E-02 -0.28683295E-02
-0.27000000E+01 -0.69775557E-02 -0.35660850E-02
-0.26000000E+01 -0.82094399E-02 -0.43870290E-02
-0.25000000E+01 -0.95380333E-02 -0.53408324E-02
-0.24000000E+01 -0.10949969E-01 -0.64358293E-02
-0.23000000E+01 -0.12434553E-01 -0.76792846E-02
-0.22000000E+01 -0.13988879E-01 -0.90781725E-02
-0.21000000E+01 -0.15622169E-01 -0.10640389E-01
-0.20000000E+01 -0.17358513E-01 -0.12376241E-01
-0.19000000E+01 -0.19235453E-01 -0.14299786E-01
-0.18000000E+01 -0.21292448E-01 -0.16429031E-01
-0.17000000E+01 -0.23552505E-01 -0.18784281E-01
-0.16000000E+01 -0.25989645E-01 -0.21383246E-01
-0.15000000E+01 -0.28496414E-01 -0.24232887E-01
-0.14000000E+01 -0.30858327E-01 -0.27318720E-01
-0.13000000E+01 -0.32756051E-01 -0.30594325E-01
-0.12000000E+01 -0.33802714E-01 -0.33974596E-01
-0.11000000E+01 -0.33595364E-01 -0.37334133E-01
-0.10000000E+01 -0.31726788E-01 -0.40506812E-01
-0.90000000E+00 -0.27728085E-01 -0.43279620E-01
-0.80000000E+00 -0.21058545E-01 -0.45385475E-01
-0.70000000E+00 -0.11344918E-01 -0.46519966E-01
-0.60000000E+00  0.73360211E-03 -0.46446606E-01
-0.50000000E+00  0.12724478E-01 -0.45174158E-01
-0.40000000E+00  0.21222387E-01 -0.43051920E-01
-0.30000000E+00  0.25762148E-01 -0.40475705E-01
-0.20000000E+00  0.30309186E-01 -0.37444786E-01
-0.10000000E+00  0.37909860E-01 -0.33653800E-01
 0.88817842E-15  0.38801472E-01 -0.29773653E-01
 0.10000000E+00  0.29272459E-01 -0.26846407E-01
 0.20000000E+00  0.33954604E-01 -0.23450947E-01
 0.30000000E+00  0.57716482E-01 -0.17679299E-01
 0.40000000E+00  0.76905259E-01 -0.99887727E-02
 0.50000000E+00  0.77652208E-01 -0.22235520E-02
 0.60000000E+00  0.64090234E-01  0.41854714E-02
 0.70000000E+00  0.46919653E-01  0.88774368E-02
 0.80000000E+00  0.33832155E-01  0.12260652E-01
 0.90000000E+00  0.27662610E-01  0.15026913E-01
 0.10000000E+01  0.27956759E-01  0.17822589E-01
 0.11000000E+01  0.33155400E-01  0.21138129E-01
 0.12000000E+01  0.41725422E-01  0.25310671E-01
 0.13000000E+01  0.52410220E-01  0.30551693E-01
 0.14000000E+01  0.64132668E-01  0.36964960E-01
 0.15000000E+01  0.75925470E-01  0.44557507E-01
 0.16000000E+01  0.86932178E-01  0.53250725E-01
 0.17000000E+01  0.96458050E-01  0.62896530E-01
 0.18000000E+01  0.10398347E+00  0.73294877E-01
 0.19000000E+01  0.10914161E+00  0.84209037E-01
 0.20000000E+01  0.11166788E+00  0.95375826E-01
 0.21000000E+01  0.11134828E+00  0.10651065E+00
 0.22000000E+01  0.10798372E+00  0.11730903E+00
 0.23000000E+01  0.10139021E+00  0.12744805E+00
 0.24000000E+01  0.91434576E-01  0.13659150E+00
 0.25000000E+01  0.78114532E-01  0.14440296E+00
 0.26000000E+01  0.61668487E-01  0.15056981E+00
 0.27000000E+01  0.42726018E-01  0.15484241E+00
 0.28000000E+01  0.22415411E-01  0.15708395E+00
 0.29000000E+01  0.24447715E-02  0.15732843E+00
 0.30000000E+01 -0.14944324E-01  0.15583399E+00
 0.31000000E+01 -0.27173282E-01  0.15311667E+00
 0.32000000E+01 -0.31915624E-01  0.14992510E+00
 0.33000000E+01 -0.28359061E-01  0.14708920E+00
 0.34000000E+01 -0.19045593E-01  0.14518464E+00
 0.35000000E+01 -0.11156972E-01  0.14406894E+00
 0.36000000E+01 -0.14440278E-01  0.14262491E+00
 0.37000000E+01 -0.29583522E-02  0.14232908E+00
 0.38000000E+01  0.99101213E-02  0.14332009E+00
 0.39000000E+01  0.18471313E-01  0.14516722E+00
 0.40000000E+01  0.23071585E-01  0.14747438E+00
 0.41000000E+01  0.24219309E-01  0.14989631E+00
 0.42000000E+01  0.22514054E-01  0.15214772E+00
 0.43000000E+01  0.18470972E-01  0.15399481E+00
 0.44000000E+01  0.12523603E-01  0.15524717E+00
 0.45000000E+01  0.50525417E-02  0.15575243E+00
 0.46000000E+01 -0.36267526E-02  0.15538975E+00
 0.47000000E+01 -0.13262825E-01  0.15406347E+00
 0.48000000E+01 -0.23651484E-01  0.15169832E+00
 0.49000000E+01 -0.34573778E-01  0.14824094E+00
 0.50000000E+01 -0.45727970E-01  0.14366815E+00
 0.51000000E+01 -0.56602929E-01  0.13800785E+00
 0.52000000E+01 -0.66377883E-01  0.13137007E+00
 0.53000000E+01 -0.73926072E-01  0.12397746E+00
 0.54000000E+01 -0.77985238E-01  0.11617893E+00
 0.55000000E+01 -0.77373765E-01  0.10844156E+00
 0.56000000E+01 -0.71821589E-01  0.10125940E+00
 0.57000000E+01 -0.64264679E-01  0.94832931E-01
 0.58000000E+01 -0.61498059E-01  0.88683125E-01
 0.59000000E+01 -0.60820896E-01  0.82601035E-01
 0.60000000E+01 -0.53032307E-01  0.77297805E-01
 0.61000000E+01 -0.45553420E-01  0.72742463E-01
 0.62000000E+01 -0.41610103E-01  0.68581452E-01
 0.63000000E+01 -0.40921798E-01  0.64489272E-01
 0.64000000E+01 -0.42105869E-01  0.60278686E-01
 0.65000000E+01 -0.43894522E-01  0.55889233E-01
 0.66000000E+01 -0.45380341E-01  0.51351199E-01
 0.67000000E+01 -0.46036605E-01  0.46747539E-01
 0.68000000E+01 -0.45669847E-01  0.42180554E-01
 0.69000000E+01 -0.44306964E-01  0.37749858E-01
 0.70000000E+01 -0.42112385E-01  0.33538619E-01
 0.71000000E+01 -0.39311425E-01  0.29607477E-01
 0.72000000E+01 -0.36140071E-01  0.25993470E-01
 0.73000000E+01 -0.32812100E-01  0.22712260E-01
 0.74000000E+01 -0.29496117E-01  0.19762648E-01
 0.75000000E+01 -0.26309757E-01  0.17131672E-01
 0.76000000E+01 -0.23325478E-01  0.14799124E-01
 0.77000000E+01 -0.20578259E-01  0.12741298E-01
 0.78000000E+01 -0.18078394E-01  0.10933459E-01
 0.79000000E+01 -0.15820949E-01  0.93513641E-02
 0.80000000E+01 -0.13792849E-01  0.79720792E-02
 0.81000000E+01 -0.11978160E-01  0.67742632E-02
 0.82000000E+01 -0.10360225E-01  0.57382407E-02
 0.83000000E+01 -0.89232290E-02  0.48459178E-02
 0.84000000E+01 -0.76523646E-02  0.40806814E-02
 0.85000000E+01 -0.65338541E-02  0.34272960E-02
 0.86000000E+01 -0.55546358E-02  0.28718324E-02
 0.87000000E+01 -0.47022249E-02  0.24016099E-02
 0.88000000E+01 -0.39645606E-02  0.20051538E-02
 0.89000000E+01 -0.33299938E-02  0.16721545E-02
 0.90000000E+01 -0.27873134E-02  0.13934231E-02
 0.91000000E+01 -0.23258135E-02  0.11608418E-02
 0.92000000E+01 -0.19354279E-02  0.96729899E-03
 0.93000000E+01 -0.16067921E-02  0.80661978E-03
 0.94000000E+01 -0.13313453E-02  0.67348525E-03
 0.95000000E+01 -0.11013526E-02  0.56335000E-03
 0.96000000E+01 -0.90993376E-03  0.47235662E-03
 0.97000000E+01 -0.75103564E-03  0.39725306E-03
 0.98000000E+01 -0.61940273E-03  0.33531279E-03
 0.99000000E+01 -0.51051361E-03  0.28426142E-03
 0.10000000E+02 -0.42052080E-03  0.24220934E-03
 0.10100000E+02 -0.34617436E-03  0.20759191E-03
 0.10200000E+02 -0.28475269E-03  0.17911664E-03
 0.10300000E+02 -0.23398893E-03  0.15571775E-03
 0.10400000E+02 -0.19200735E-03  0.13651701E-03
 0.10500000E+02 -0.15726158E-03  0.12079085E-03
 0.10600000E+02 -0.12848170E-03  0.10794268E-03
 0.10700000E+02 -0.10462731E-03  0.97479952E-04
 0.10800000E+02 -0.84846302E-04  0.88995322E-04
